case:concept:name,concept:name,time:timestamp,People,Role
48764,MergePR,2021-04-28 15:05:51+00:00,copybara-service[bot],Maintainer
48764,DeleteBranch,2021-05-03 17:27:57+00:00,mihaimaruseac,Committer
48804,CreateBranch,2021-04-28 17:00:58+00:00,mihaimaruseac,Committer
48804,OpenPR,2021-04-28 17:01:04+00:00,mihaimaruseac,Committer
48804,MergePR,2021-04-28 17:02:43+00:00,mihaimaruseac,Maintainer
48804,DeleteBranch,2021-04-28 17:03:10+00:00,mihaimaruseac,Committer
48891,CreateBranch,2021-05-03 21:07:33+00:00,geetachavan1,Committer
48891,OpenPR,2021-05-03 21:08:49+00:00,geetachavan1,Committer
48891,PRReviewApprove,2021-05-03 21:27:54+00:00,angerson,Reviewer
48891,PRReviewApprove,2021-05-03 21:31:10+00:00,mihaimaruseac,Reviewer
48891,MergePR,2021-05-03 21:31:22+00:00,mihaimaruseac,Maintainer
48891,DeleteBranch,2021-05-03 21:32:02+00:00,mihaimaruseac,Committer
49099,DeleteBranch,2021-05-31 00:22:01+00:00,mihaimaruseac,Committer
49124,CreateBranch,2021-05-12 01:03:11+00:00,mihaimaruseac,Committer
49124,PRReviewComment,2021-05-12 02:23:12+00:00,yangustc07,Reviewer
49124,PRReviewComment,2021-05-12 02:23:57+00:00,yangustc07,Reviewer
49124,SubmitCommit,2021-05-12 04:31:05+00:00,mihaimaruseac,Committer
49124,PRReviewComment,2021-05-12 04:31:07+00:00,mihaimaruseac,Reviewer
49124,PRReviewComment,2021-05-12 04:31:08+00:00,mihaimaruseac,Reviewer
49124,MergePR,2021-05-12 13:26:42+00:00,mihaimaruseac,Maintainer
49124,DeleteBranch,2021-05-12 13:26:53+00:00,mihaimaruseac,Committer
49174,CreateBranch,2021-05-13 23:35:20+00:00,geetachavan1,Committer
49174,OpenPR,2021-05-13 23:59:03+00:00,geetachavan1,Committer
49174,PRReviewApprove,2021-05-14 14:36:33+00:00,bhack,Reviewer
49174,PRReviewApprove,2021-05-14 15:53:15+00:00,mihaimaruseac,Reviewer
49174,MergePR,2021-05-14 15:53:20+00:00,mihaimaruseac,Maintainer
49174,DeleteBranch,2021-05-14 15:53:43+00:00,mihaimaruseac,Committer
49197,CreateBranch,2021-05-14 21:04:11+00:00,geetachavan1,Committer
49197,OpenPR,2021-05-14 21:04:34+00:00,geetachavan1,Committer
49197,PRReviewApprove,2021-05-14 21:13:49+00:00,bhack,Reviewer
49197,PRReviewApprove,2021-05-15 23:09:21+00:00,mihaimaruseac,Reviewer
49197,MergePR,2021-05-15 23:09:26+00:00,mihaimaruseac,Maintainer
49197,DeleteBranch,2021-05-15 23:09:34+00:00,mihaimaruseac,Committer
49472,CreateBranch,2021-05-21 17:18:10+00:00,angerson,Committer
49472,OpenPR,2021-05-21 17:18:21+00:00,angerson,Committer
49472,PRReviewApprove,2021-05-21 19:13:05+00:00,bhack,Reviewer
49472,PRReviewApprove,2021-05-21 22:47:13+00:00,andrew-leaver,Reviewer
49472,MergePR,2021-05-25 14:05:36+00:00,copybara-service[bot],Maintainer
49472,DeleteBranch,2021-06-03 17:30:57+00:00,mihaimaruseac,Committer
49759,CreateBranch,2021-05-26 17:52:11+00:00,mihaimaruseac,Committer
49759,OpenPR,2021-05-26 17:52:22+00:00,mihaimaruseac,Committer
49759,MergePR,2021-05-26 17:52:28+00:00,mihaimaruseac,Maintainer
49759,DeleteBranch,2021-05-26 17:52:38+00:00,mihaimaruseac,Committer
49760,CreateBranch,2021-05-26 17:52:27+00:00,mihaimaruseac,Committer
49760,OpenPR,2021-05-26 17:52:38+00:00,mihaimaruseac,Committer
49760,PRReviewComment,2021-05-26 17:54:29+00:00,mihaimaruseac,Reviewer
49760,PRReviewComment,2021-05-26 17:54:31+00:00,mihaimaruseac,Reviewer
49760,PRReviewComment,2021-05-26 17:54:57+00:00,mihaimaruseac,Reviewer
49760,SubmitCommit,2021-05-26 17:55:00+00:00,mihaimaruseac,Committer
49760,PRReviewComment,2021-05-26 17:55:08+00:00,mihaimaruseac,Reviewer
49760,PRReviewComment,2021-05-26 17:55:12+00:00,mihaimaruseac,Reviewer
